이름,유형,도로명주소,지번주소,전화번호,홈페이지,체크인/아웃시간,별점,리뷰 개수,위도,경도
림의집,민박,제주 제주시 구좌읍 면수2길 41,하도리 3220-3,0507-1433-7992,https://blog.naver.com/rymshouse,입실 15:00 퇴실 10:00,0.0,0,33.5241273948953,126.869359746353
독채민박 바당집,펜션,제주 제주시 한림읍 협재1길 12,협재리 1708-1,010-5477-1811,미제공,입실 16:00 퇴실 11:00,4.64,114,33.3963960985004,126.242588874309
모퉁이작은집,민박,제주 제주시 한경면 일주서로 4530 모퉁이작은집,판포리 2866-1,010-4819-2695,https://mozacpension.modoo.at,미제공,4.93,73,33.3643586457358,126.199806704716
하귀씨 민박,펜션,제주 제주시 애월읍 가문동길 11 3층,하귀2리 2680,0507-1361-6828,http://instagram.com/hagwisea,입실 15:30 퇴실 11:00,0.0,68,33.4841359728762,126.394295832768
나른한당근,민박,제주 제주시 구좌읍 한동로5길 24,한동리 2063,0507-1405-8114,https://blog.naver.com/saffa5378,미제공,0.0,360,33.5319696492057,126.822006896254
신흥늦장,민박,제주 제주시 조천읍 신흥로1길 68-2 신흥늦장,신흥리 555,0507-1478-2137,https://blog.naver.com/tlstmdgjss,미제공,0.0,22,36.5431122703992,128.17942917476
탈로 제주,민박,제주 제주시 애월읍 학원동길 34,하귀2리 2120-1,0507-1345-8129,https://www.instagram.com/talojeju,미제공,0.0,8,33.4731471830899,126.399527687021
곽지머물다,민박,제주 제주시 애월읍 곽지5길 16-16 단독,곽지리 1622-43,0507-1377-3609,https://www.instagram.com/stay_in_gwakji,미제공,0.0,17,33.4502973563702,126.307143058308
제주야애월,민박,제주 제주시 애월읍 장전로 103-6 1층,장전리 370,0507-1439-4864,https://site.onda.me/136703,미제공,0.0,1,33.4516326628091,126.389199243165
화목스테이,민박,제주 제주시 애월읍 광령3길 18,광령리 2271,0507-1326-1368,https://hwamokstay.modoo.at,입실 16:00 퇴실 11:00,0.0,0,33.4606755142587,126.43160522571
몽케당,민박,제주 제주시 조천읍 신흥로1길 43-1,신흥리 581,0507-1348-7621,https://www.instagram.com/monkedang_gla,미제공,0.0,3,36.1686082928121,129.365513870827
온예가,민박,제주 서귀포시 성산읍 온평애향로 68-6,온평리 961-1,010-5480-0700,https://www.instagram.com/on_ye.ga/?igshid=ZDdkNTZiNTM%3D,미제공,0.0,28,33.4051510146291,126.90341469081
바당놀,민박,제주 제주시 한림읍 한림해안로 590,귀덕리 4167,010-6646-8485,https://www.instagram.com/badangnol_jeju,미제공,0.0,39,33.4406705768799,126.27691623038
물결그림,민박,제주 제주시 조천읍 함덕5길 8-7 물결그림,함덕리 3177-1,0507-1376-5787,https://www.instagram.com/mulgyeol_geulim.jeju,미제공,0.0,52,33.5444495077953,126.65966827602
매리미하우스,민박,제주 제주시 조천읍 남조로 2507-70,와흘리 432,010-5169-1399,https://blog.naver.com/marryme_house_jeju,미제공,4.9,235,33.4889785427399,126.645574014546
스테이미엘,민박,제주 제주시 구좌읍 해맞이해안로 1464 제1동 2층,세화리 1476-1,0507-1483-6070,https://blog.naver.com/staymiel,입실 16:00 퇴실 11:00,0.0,7,33.5245209019159,126.861843365878
하귤민박,펜션,제주 서귀포시 표선면 하천로99번길 45,하천리 718,0507-1306-6911,https://blog.naver.com/yues0210,입실 15:00 퇴실 11:00,4.56,51,33.3524175089337,126.838023901461
자현민박,펜션,제주 제주시 구좌읍 송당6길 22,송당리 1484-11,010-2598-7133,https://www.instagram.com/natural_homestay,입실 16:00 퇴실 11:00,0.0,55,33.4691104748668,126.785303674497
기억한담,민박,제주 제주시 애월읍 애월남안길 19,애월리 1501-3,010-2836-9232,https://www.instagram.com/memory_handam,미제공,0.0,52,33.4627861180861,126.317596406549
화순양옥,민박,제주 서귀포시 안덕면 화순로 48-16 화순양옥,화순리 1361-1,010-9704-2918,https://blog.naver.com/stayhwasoonyo,미제공,0.0,26,33.2900889720402,126.295467987039
스테이느긋,민박,제주 제주시 애월읍 오당빌레길 30 스테이느긋,하가리 804-5,0507-1482-8211,https://www.instagram.com/stay__negeut,입실 16:00 퇴실 11:00,0.0,5,33.4521205779387,126.354699347941
찰리즈하우스,민박,제주 서귀포시 남원읍 신흥앞동산로11번길 108-71,신흥리 471,0507-1376-3179,미제공,미제공,0.0,27,35.7512368143975,126.822250611956
한가로이,민박,제주 제주시 조천읍 신촌6길 20,신촌리 1799-4,0507-1472-3403,https://blog.naver.com/jejuhangaroi,미제공,0.0,16,33.5325609464594,126.62181855142
신도1400,민박,제주 서귀포시 대정읍 도원남로151번길 12-1 1층,신도리 1400,0507-1458-5977,https://www.instagram.com/sindo_1400,미제공,0.0,10,33.2776854196832,126.191310607603
청수리 빌레왓,민박,제주 제주시 한경면 청수로 82-12,청수리 1359,010-3696-0567,https://www.instagram.com/belaewat.cheongsu,미제공,0.0,36,33.3148093904607,126.24934462781
우녁집,민박,제주 제주시 애월읍 고내로 15 우녁집,고내리 1039-1,0507-1362-3583,https://www.instagram.com/jeju_nextdoor,미제공,0.0,18,33.4634046178471,126.339081672374
비자림민박펜션,펜션,제주 제주시 구좌읍 비자림로 2235-8,평대리 3212,010-3855-4866,http://jejubijalim.kr/,입실 15:00 퇴실 11:00,0.0,43,33.4952685280585,126.807866047758
봄빛코티지,민박,제주 제주시 한경면 수룡4길 19-1 나동,청수리 2425-1,미제공,https://pf.kakao.com/_xabIYb,미제공,0.0,40,33.3094630005993,126.24020940185
비행기발자국 제주감성자쿠지펜션,민박,제주 서귀포시 성산읍 서성일로747번길 16-5,수산리 2545-1,0507-1493-1193,https://www.instagram.com/contrail_jeju,미제공,0.0,37,33.4335357239023,126.863457811377
하귤별장,민박,제주 제주시 대통길 132,도평동 1366-1,010-6544-0132,https://blog.naver.com/hagyulstay,미제공,0.0,59,33.4824871501056,126.446199041526
이든하우스,민박,제주 서귀포시 성산읍 서성일로1047번길 32,수산리 253-1,010-2265-5381,https://blog.naver.com/edenhouse_,미제공,4.39,51,33.4441106153704,126.888389758026
스페이스농농 제주,민박,제주 서귀포시 안덕면 사계북로41번길 27-45,사계리 3191-3,0507-1410-7731,https://hautrip.com/link/spacenonnon,미제공,0.0,26,33.2370310653524,126.289497965025
세렝게티민박,민박,제주 제주시 한림읍 한림로 526-1,옹포리 224,0507-1316-8765,http://www.instagram.com/serengeti_jeju,미제공,4.7,190,33.4049549343426,126.255109106395
해오르기민박,민박,제주 제주시 우도면 우도해안길 781,연평리 1192,0507-1429-3554,https://haeorgi.modoo.at,미제공,0.0,14,33.5159405173339,126.957764292783
블룸하우스,민박,제주 제주시 구좌읍 한동로 101-1,한동리 2005-4,0507-1345-6491,미제공,미제공,0.0,12,33.5327663659533,126.819931146166
청재설헌,민박,제주 서귀포시 인정오름로 135-18 청재설헌,토평동 3045,064-732-2020,https://www.instagram.com/bnbjeju,입실 15:00 퇴실 11:00,4.98,104,33.2892693614502,126.571686449605
미도리스테이,민박,제주 제주시 한림읍 대림로 33-3,대림리 778-1,0507-1485-6263,https://www.instagram.com/midori_jeju.stay,입실 16:00 퇴실 10:00,0.0,16,33.4230396449659,126.281156288981
보름 민박,민박,제주 서귀포시 안덕면 화순서동로56번길 19-3 독채,화순리 1595-9,0507-1357-8551,https://blog.naver.com/ljh1253,미제공,0.0,77,33.2578112264298,126.335932527014
스테이 다,민박,제주 제주시 애월읍 수산서3길 13 2동,수산리 1878-2,0507-1379-4823,https://instagram.com/stay_at_da,미제공,0.0,13,33.4695052477094,126.384244036207
북극에서 만나 행복하자,민박,제주 서귀포시 표선면 원님로652번길 118,가시리 2856-4,010-8541-2589,https://www.instagram.com/northpole_stay,입실 16:00 퇴실 11:00,0.0,10,33.3454464850246,126.763348744699
토끼풀민박,민박,제주 제주시 구좌읍 한동북1길 42,한동리 1338-16,0507-1354-7629,https://blog.naver.com/tokkipul_minbak,미제공,0.0,63,33.5414752227889,126.82920018004
절물길펜션,민박,제주 제주시 명림로 10-1,봉개동 603,064-723-2737,https://jeolmul.modoo.at,미제공,4.3,57,33.4937180816352,126.622055513206
평온,민박,제주 서귀포시 토평로74번길 11-5 (토평동),토평동 1595,0507-1369-1591,https://www.instagram.com/pyeongon_jeju,미제공,0.0,15,33.2735410680015,126.590343459675
게으르게펜션,민박,제주 제주시 조천읍 신북로 410 게으르게,함덕리 3377-1,010-5278-6167,http://lazyhouse.kr,미제공,4.97,34,33.5433985310163,126.654075195995
고샅길,민박,제주 제주시 애월읍 엄수로 97-2,수산리 1881-1,0507-1372-7275,https://www.instagram.com/gosat_gil,미제공,0.0,19,33.4689413196414,126.383521565954
아마빌레,모텔,제주 제주시 애월읍 애월해안로 909,하귀2리 2708,0507-1413-6009,http://제주아마빌레.com/,미제공,0.0,88,33.4847654778497,126.39258617325
호텔 하루,모텔,제주 제주시 삼무로1길 3,연동 260-10,064-760-5900,https://blog.naver.com/jaejuharu,미제공,0.0,48,33.4911215685085,126.489551952544
더엠호텔,모텔,제주 제주시 전농로 59,삼도일동 786-3,0507-1350-5667,https://m.booking.naver.com/booking/3/bizes/376313,입실 15:00 퇴실 11:00,4.63,44,33.5046004009977,126.519551081515
진모텔,모텔,제주 서귀포시 중앙로47번길 7-1,서귀동 311-22,010-3277-4973,https://booking.naver.com/booking/3/bizes/333638,입실 16:00 퇴실 11:00,0.0,20,33.2485480371679,126.560720321682
뷰무인텔,모텔,제주 제주시 애월읍 평화로 2841,광령리 98,064-711-6002,http://viewhotel.smart9.net,미제공,0.0,8,33.4567197442055,126.442339162283
화이트하우스,모텔,제주 제주시 서해안로 380 화이트하우스,용담삼동 2572-4,064-712-3200,http://www.jwhitehouse.net/,미제공,0.0,230,33.5123703942836,126.484536929027
베누스무인텔,모텔,제주 제주시 애월읍 유수암평화5길 92,유수암리 1054-2,0507-1414-8289,https://jejuvenushotel.modoo.at/,입실 17:00 퇴실 12:00,4.86,36,33.4207252172718,126.406243767086
F1모텔,모텔,제주 제주시 사장1길 18,연동 294-87,미제공,미제공,미제공,0.0,4,33.4853449409439,126.493917577641
F1모텔,모텔,제주 제주시 사장1길 18,연동 294-87,미제공,미제공,미제공,0.0,4,33.4853449409439,126.493917577641
에프원모텔,모텔,제주 제주시 사장1길 18,연동 294-87,064-711-0939,미제공,미제공,0.0,12,33.4853449409439,126.493917577641
에프원모텔,모텔,제주 제주시 사장1길 18,연동 294-87,064-711-0939,미제공,미제공,0.0,12,33.4853449409439,126.493917577641
궁무인텔,모텔,제주 제주시 서광로29길 2,이도1동 1775-4,미제공,미제공,미제공,0.0,2,33.5006590065201,126.526814651143
ATnoon호텔,모텔,제주 제주시 은남1길 8,연동 292-30,064-749-2500,http://atnoonhotel.modoo.at/,미제공,4.17,88,33.4893388080725,126.494976712439
일루아무인텔,모텔,제주 제주시 애월읍 유수암평화길 180,유수암리 354-10,0507-1311-1005,http://www.일루아.com,미제공,0.0,7,33.4282480036339,126.409672617689
제주 포유무인텔,모텔,제주 제주시 애월읍 상가목장길 12,상가리 11-3,064-799-5001,미제공,미제공,0.0,2,33.3988785709187,126.379646474831
해피데이호텔,모텔,제주 제주시 제원길 43,연동 262-16,064-748-1180,미제공,미제공,0.0,22,33.4861980987296,126.489472593685
벨라유나 인,모텔,제주 제주시 조천읍 신북로 621 1층 벨라유나inn,함덕리 283,010-4439-0858,미제공,미제공,0.0,23,33.5405371611631,126.67587399457
호텔 라벤다제주,모텔,제주 서귀포시 중정로 1,서귀동 323-19,0507-1470-7904,https://booking.naver.com/booking/3/bizes/983416,미제공,0.0,26,33.2477166744277,126.55661276781
서귀포 호텔이디,모텔,제주 서귀포시 남원읍 태위로 690-3,남원리 98-10,064-764-5567,미제공,미제공,4.13,40,33.2792404111601,126.720473319469
우리 모텔,모텔,제주 제주시 제원1길 13,연동 251-80,0507-1405-5526,미제공,미제공,0.0,10,33.4892563665183,126.48791562409
제주 메이플호텔,모텔,제주 제주시 원노형3길 41 메이플호텔,노형동 912-12,064-745-6776,미제공,미제공,4.33,36,33.4865262971757,126.481701221972
힐링하우스,모텔,제주 제주시 홍랑길 4-6,삼도일동 558-3,064-745-0600,https://blog.naver.com/jejuhlling,미제공,0.0,3,33.5002658353384,126.523829279665
엠호텔,모텔,제주 제주시 애월읍 신상로 196,신엄리 2089-1,064-799-0505,http://www.hotel-m.kr/,미제공,0.0,13,33.4543503335588,126.365114827655
스마트무인텔,모텔,제주 서귀포시 안덕면 중산간서로 1913-58,서광리 970,064-792-5552,미제공,미제공,0.0,9,33.2893106400127,126.314759850933
사쿠라호텔,모텔,제주 제주시 원노형6길 18,노형동 929-2,0507-1349-2368,http://hotelsakura.co.kr/,미제공,0.0,22,33.4846352371809,126.482679233778
모이라무인텔,모텔,제주 제주시 애월읍 광령평화8길 20,광령리 929,0507-1341-4463,https://moila.modoo.at/,미제공,4.7,35,33.450104425871,126.440686579973
타기,모텔,제주 제주시 중앙로5길 12,일도일동 1300-20,064-757-6345,미제공,미제공,0.0,21,33.5152005605612,126.525910918314
한라모텔,모텔,제주 제주시 한림읍 한림로3길 10-9,한림리 1589-8,064-796-7942,미제공,입실 14:00 퇴실 11:00,0.0,17,33.4138332206851,126.260488200012
슬림호텔,모텔,제주 제주시 서광로 292-1 제주공항 인근 3분거리제주시청/대학로에서5분이내위치CGV옆건물,이도이동 1776-31,0507-1479-1558,미제공,미제공,0.0,6,33.5001970213635,126.527733832023
자유모텔,모텔,제주 제주시 월랑로2길 16,노형동 1296-2,064-744-5757,미제공,미제공,0.0,3,33.4542147772569,126.457895817209
꿈의바다,모텔,제주 제주시 애월읍 신엄9길 65-11,신엄리 993-10,064-713-2886,미제공,미제공,0.0,13,33.476932947915,126.36576834775
헤라무인텔,모텔,제주 제주시 애월읍 평화로 2820-67 헤라무인텔,광령리 130,0507-1485-3841,https://heradrive.modoo.at,미제공,0.0,5,33.4590167920455,126.446294638052
비양도모텔,모텔,제주 제주시 한림읍 한림해안로 134,한림리 1587-1,0507-1411-5851,http://biyangdo.kr/,미제공,0.0,31,33.4147463357666,126.261197321846
다이아몬드 호텔 제주,모텔,제주 제주시 신대로12길 42,연동 282-12,064-742-7744,미제공,미제공,0.0,24,33.488934772051,126.492232860747
교래무인텔,모텔,제주 제주시 조천읍 남조로 1772-39,교래리 270,064-782-5855,http://www.gyoraetel.com/,미제공,0.0,21,33.4278038050596,126.675786413284
버킹검호텔,모텔,제주 제주시 삼무로9길 39,연동 291-37,0507-1361-9595,미제공,미제공,0.0,8,33.4902193351799,126.494741331259
CF 모텔,모텔,제주 제주시 중앙로7길 21-1,일도1동 1276-1,064-726-3230,미제공,미제공,4.25,77,33.5151495898121,126.527058572834
라임모텔,모텔,[],제주 제주시 삼도1동 559-2,064-727-2800,미제공,미제공,0.0,16,33.5005404625286,126.524440217043
퀸스무인텔,모텔,제주 제주시 애월읍 사라길 169,광령리 1536,064-748-8857,http://www.jejuqueens.com/,미제공,0.0,5,33.4682760996519,126.44234067805
담스테이,모텔,제주 제주시 중앙로2길 35-1,삼도2동 1183-2,0507-1315-1185,http://1,미제공,0.0,29,33.5173477289582,126.521044368379
유성모텔,모텔,제주 제주시 조천읍 함덕13길 9,함덕리 1002-1,064-783-8040,http://ok114.co.kr/0647838040,미제공,0.0,24,33.5421998488037,126.667766302603
JK드라이브인호텔,모텔,제주 서귀포시 표선면 번영로 3274,하천리 1494-1,064-787-6900,http://jkdriveinhotel.com,미제공,0.0,13,33.3560783862336,126.822910463805
대정모텔,모텔,제주 서귀포시 대정읍 상모인성로 276,인성리 371-2,064-792-3431,미제공,미제공,0.0,1,33.2470814766017,126.277453001526
풍경채콘도텔,모텔,제주 제주시 조천읍 조함해안로 482-1,함덕리 1252-40,064-784-4242,http://www.풍경채.kr/,미제공,0.0,87,33.5428247726214,126.664467199191
T무인텔,모텔,제주 제주시 조천읍 남조로 2393,와흘리 36-1,0507-1401-5223,미제공,미제공,0.0,10,33.4773169221489,126.654689639818
천제모텔,모텔,제주 서귀포시 천제연로 189,중문동 2057-7,064-738-1115,미제공,미제공,0.0,2,33.251864511983,126.424854327469
애플 호텔,모텔,제주 제주시 동광로 45,이도1동 1244-7,0507-1420-1552,http://www.applehotel.co.kr,미제공,0.0,40,33.5030453629867,126.533549368324
3만3천원모텔,모텔,제주 제주시 한림읍 한림해안로 160 3만3천원 모텔,한림리 1314-29,064-796-0181,미제공,미제공,0.0,9,33.4165051436003,126.263455079091
