이름,유형,도로명주소,지번주소,전화번호,홈페이지,테마,위도,경도
블랙스톤제주 힐하우스호텔,호텔,제주특별자치도 제주시 한림읍 한창로 925-122,한림읍 금악리 84-1,064-795-2380,http://hillhousespa.modoo.at/,숙소,33.337766044002,126.31240252086
블랙스톤제주 힐하우스호텔,호텔,제주특별자치도 제주시 한림읍 한창로 925-122,한림읍 금악리 84-1,064-795-2380,http://hillhousespa.modoo.at/,숙소,33.337766044002,126.31240252086
블랙스톤 제주CC,골프장,제주특별자치도 제주시 한림읍 한창로 925-122,한림읍 금악리 84-1,064-795-2121,http://www.blackstoneresort.com/,숙소,33.337766044002,126.31240252086
블랙스톤 제주CC,골프장,제주특별자치도 제주시 한림읍 한창로 925-122,한림읍 금악리 84-1,064-795-2121,http://www.blackstoneresort.com/,숙소,33.337766044002,126.31240252086
국제호텔,호텔,제주특별자치도 제주시 연동1길 8,연동 251-62,,https://0154hotel.modoo.at/,숙소,33.4784785996026,126.48808071379
SH써니호텔,호텔,제주특별자치도 서귀포시 대정읍 신영로 87-1,대정읍 하모리 934,,,숙소,33.2207950127909,126.252321837347
i마이다스레지던스호텔,호텔,제주특별자치도 제주시 조천읍 함덕8길 13-1,조천읍 함덕리 1225-1,,,숙소,33.5420840482426,126.662617742807
뉴신라호텔,호텔,제주특별자치도 제주시 신대로12길 40,연동 282-56,,,숙소,33.4889212496394,126.492453306802
에이바호텔제주,호텔,제주특별자치도 제주시 조천읍 조함해안로 474 2층,조천읍 함덕리 1010,,,숙소,33.5432847899896,126.663413383771
뉴월드호텔,호텔,제주특별자치도 제주시 도령로 96,연동 260-27,,,숙소,33.4907482318105,126.488374379601
빨간모자달팽이,호텔,제주특별자치도 서귀포시 중앙로4번길 15 빨간모자달팽이,서귀동 485-1,0507-1497-5568,https://www.instagram.com/redhat_snail/,숙소,33.2454447439519,126.563442974137
파크비치호텔,호텔,제주특별자치도 제주시 조천읍 북촌1길 56,조천읍 북촌리 1428-1,064-784-3311,,숙소,33.5489305871794,126.684445685479
예그린하우스,호텔,제주특별자치도 서귀포시 천제연로188번길 15,중문동 2049-1,,,숙소,33.2505524603255,126.424540141446
씨티호텔,호텔,제주특별자치도 제주시 신대로 170,연동 306-13,,,숙소,33.4824987134851,126.495113997151
우리들골프텔,호텔,제주특별자치도 서귀포시 산록남로 2917,상효동 1570-2,064-766-7770,,숙소,33.3112499782389,126.587280206738
크라운호텔,호텔,제주특별자치도 제주시 동문로 138,일도2동 138-12,,,숙소,33.5131612856251,126.541171795597
바솔트호텔,호텔,제주특별자치도 서귀포시 일주서로 809,중문동 1475,064-738-5008,,숙소,33.2586241777179,126.423789018471
바솔트호텔,호텔,제주특별자치도 서귀포시 일주서로 809,중문동 1475,064-738-5008,,숙소,33.2586241777179,126.423789018471
벨라비타,"콘도,리조트",제주특별자치도 서귀포시 일주서로 809,중문동 1475,,,숙소,33.2586241777179,126.423789018471
벨라비타,"콘도,리조트",제주특별자치도 서귀포시 일주서로 809,중문동 1475,,,숙소,33.2586241777179,126.423789018471
위너스호텔,호텔,제주특별자치도 제주시 원노형3길 29,노형동 913-12,,,숙소,33.4864980105994,126.482850645528
더스테이호텔,호텔,제주특별자치도 서귀포시 신서로48번길 52-7,법환동 740-9,,,숙소,33.2523847848108,126.510531610836
오션팔레드호텔앤리조트,호텔,제주특별자치도 제주시 서해안로 122,이호일동 325,,,숙소,33.5024074246196,126.462334949146
오션팔레드호텔앤리조트,호텔,제주특별자치도 제주시 서해안로 122,이호일동 325,,,숙소,33.5024074246196,126.462334949146
노벨리조트,펜션,제주특별자치도 제주시 서해안로 122,이호일동 325,064-713-6181,,숙소,33.5024074246196,126.462334949146
노벨리조트,펜션,제주특별자치도 제주시 서해안로 122,이호일동 325,064-713-6181,,숙소,33.5024074246196,126.462334949146
천하장호텔,호텔,제주특별자치도 제주시 동광로 165,일도2동 323-15,064-757-7744,,숙소,33.509910805624,126.543008608595
콘스트,호텔,제주특별자치도 제주시 한림읍 한림로 336,한림읍 협재리 1751-6,064-796-2323,https://www.jejukonst.com/,숙소,33.3934132787812,126.24062602351
디셈버호텔,호텔,제주특별자치도 제주시 삼무로1길 15,연동 260-58,064-745-7800,,숙소,33.4903132992725,126.489641378333
엑스오,호텔,제주특별자치도 제주시 애월읍 광령평화2길 35,애월읍 광령리 2850,064-713-3336,,숙소,33.4406236493347,126.42994384691
크로바호텔,호텔,제주특별자치도 제주시 동문로 119,건입동 709-6,064-723-7750,,숙소,33.5142513501948,126.53938504183
은하호텔,호텔,제주특별자치도 서귀포시 중앙로47번길 40,천지동 322-15,064-733-6678,,숙소,33.2485075068613,126.557578391063
와싱톤호텔,호텔,제주특별자치도 제주시 도령로 25,노형동 1295-13,,,숙소,33.4876167792041,126.481358047521
천마비지니스호텔,호텔,제주특별자치도 제주시 중앙로 20,삼도2동 1192-21,,,숙소,33.5166649020373,126.524564588716
천마비지니스호텔,호텔,제주특별자치도 제주시 중앙로 20,삼도2동 1192-21,,,숙소,33.5166649020373,126.524564588716
씨사이드관광호텔,호텔,제주특별자치도 제주시 중앙로 20,삼도2동 1192-21,,,숙소,33.5166649020373,126.524564588716
씨사이드관광호텔,호텔,제주특별자치도 제주시 중앙로 20,삼도2동 1192-21,,,숙소,33.5166649020373,126.524564588716
굿모닝관광호텔,호텔,제주특별자치도 제주시 삼무로 79,연동 291-41,064-747-8885,,숙소,33.4900029837535,126.495279846989
블루12레지던스 제주비자림6,호텔,제주특별자치도 제주시 도령로 24 노형프레스티지125 19층 1901호,노형동 904-1,0507-1370-6785,https://www.airbnb.co.kr/rooms/923659382843194008,숙소,33.4870619376669,126.482090551648
추풍령호텔,호텔,제주특별자치도 서귀포시 중앙로59번길 12,천지동 307-12,064-763-1671,,숙소,33.2499396910952,126.560308594437
한림호텔,호텔,제주특별자치도 제주시 연동10길 20,연동 274-45,,,숙소,33.4909779783745,126.494530971832
전원호텔,호텔,제주특별자치도 제주시 삼무로11길 38,연동 291-43,064-746-0533,,숙소,33.4901861359188,126.495687997628
진호캐스텔,호텔,제주특별자치도 제주시 사장길 37,연동 306-12,,,숙소,33.48261069031,126.494958843451
제주아일랜드,호텔,제주특별자치도 제주시 고사마루길 30,노형동 2292-1,1566-7522,,숙소,33.4776547049247,126.471429458475
귀빈호텔,호텔,제주특별자치도 제주시 제원1길 20,연동 251-48,064-742-6682,,숙소,33.489553366093,126.487374144907
반얀트리카시아 제주(예정),호텔,제주특별자치도 서귀포시 색달동 425,,,,숙소,33.2832753420597,126.412918952422
동경호텔,호텔,제주특별자치도 제주시 삼성로 63,일도2동 1034-12,064-753-5581,,숙소,33.5079668228328,126.531931946173
골프피아,호텔,제주특별자치도 제주시 고마로14길 16,일도2동 365-1,,,숙소,33.5058624925291,126.539409361675
브릿지레지스던스,호텔,제주특별자치도 서귀포시 김정문화로 49,법환동 745-6,,,숙소,33.2514973243931,126.509984988654
느몽,호텔,제주특별자치도 서귀포시 중정로5번길 15,서귀동 322-6,,,숙소,33.2486665476275,126.557804649534
흥진비치호텔,호텔,제주특별자치도 제주시 조천읍 함덕7길 4,조천읍 함덕리 3097-1,,,숙소,33.5439645401635,126.660916567582
더타임제주,호텔,제주특별자치도 제주시 신대로13길 44-2,연동 323-7,,,숙소,33.4872663470228,126.50097082303
우림호텔,"여관,모텔",제주특별자치도 제주시 애월읍 애월해안로 917,애월읍 하귀2리 2693-3,064-749-2777,,숙소,33.4843002481794,126.393430703735
체크인호텔,"여관,모텔",제주특별자치도 제주시 임항로 28,건입동 1319-48,,,숙소,33.5162536645104,126.52778792877
더오크라호텔,"여관,모텔",제주특별자치도 제주시 신광로4길 38,연동 251-41,,,숙소,33.4891098687418,126.486067034529
메이플호텔,"여관,모텔",제주특별자치도 제주시 원노형3길 41,노형동 912-12,064-745-6775,http://hotelmaple.com/,숙소,33.4865224645261,126.481711789416
호텔조이,"여관,모텔",제주특별자치도 제주시 중앙로14길 30-1,삼도이동 914,,,숙소,33.5112396469335,126.521210084969
라인호텔,"여관,모텔",제주특별자치도 제주시 동광로 40,이도이동 1169-8,,,숙소,33.5022111234272,126.533191278652
호텔이디,"여관,모텔",제주특별자치도 서귀포시 남원읍 태위로 690-3,남원읍 남원리 98-10,064-764-5567,,숙소,33.2792156080034,126.720469641471
M호텔,"여관,모텔",제주특별자치도 제주시 애월읍 신상로 196,애월읍 신엄리 2089-1,064-799-0505,,숙소,33.4543530376779,126.365237961264
에메랄드호텔에이스,"여관,모텔",제주특별자치도 제주시 오복5길 4,이도이동 1061-5,,https://emeraldhotelace.modoo.at/,숙소,33.4974139337505,126.536579146099
모이라호텔,"여관,모텔",제주특별자치도 제주시 애월읍 광령평화8길 20,애월읍 광령리 929,064-744-4463,https://moila.modoo.at/,숙소,33.4500236742727,126.440653541876
찰리호텔,"여관,모텔",제주특별자치도 제주시 서사로 128,삼도일동 534-13,064-723-8887,,숙소,33.5009696899588,126.519597076329
트윈스호텔,"여관,모텔",제주특별자치도 제주시 남성로 129-6,삼도일동 751-5,064-752-8801,,숙소,33.5094923599911,126.519346248818
더엠호텔,"여관,모텔",제주특별자치도 제주시 전농로 59 1동,삼도일동 786-3,064-755-5667,,숙소,33.5045856114619,126.519550194647
히든힐호텔,펜션,제주특별자치도 제주시 애월읍 고내로13길 73,애월읍 고내리 367,064-748-1000,http://hiddenhillhotel.com/,숙소,33.4704011757808,126.34664653139
알리바호텔,"여관,모텔",제주특별자치도 제주시 서광로 251,삼도일동 558-5,064-805-8336,http://alivahotel.com/,숙소,33.5000219696944,126.523364211164
오션갤러리 호텔앤리조트,"콘도,리조트",제주특별자치도 서귀포시 성산읍 환해장성로 231,성산읍 신산리 51,1566-6089,http://oceangallery.co.kr/,숙소,33.3881146328752,126.889755406243
호텔베니스,"여관,모텔",제주특별자치도 제주시 원노형6길 3-3,노형동 930-15,064-744-1234,https://jejuhotel.modoo.at/,숙소,33.4856497229882,126.48335267783
신세계호텔,"여관,모텔",제주특별자치도 서귀포시 중앙로 2-2,서귀동 462,064-732-5800,http://www.hotelshinsegye.com/,숙소,33.2446721146608,126.562282381264
바다해호텔,"여관,모텔",제주특별자치도 서귀포시 천지연로 3-1,서귀동 753-3,064-762-5300,https://blog.naver.com/badahae5300,숙소,33.2414241277964,126.565640022826
더 루케테호텔,"여관,모텔",제주특별자치도 서귀포시 천지연로29번길 8,서귀동 698-4,064-732-8814,https://thelucete.modoo.at/,숙소,33.2413657840343,126.562986420637
호텔랑주,"여관,모텔",제주특별자치도 서귀포시 김정문화로27번길 23-3,강정동 160-2,,https://hotelrhangju.modoo.at/,숙소,33.2539317994981,126.507950602442
호텔DK,"여관,모텔",제주특별자치도 서귀포시 중앙로54번길 12,서귀동 291-70,,,숙소,33.2493299690589,126.562137368834
이채호텔,"여관,모텔",제주특별자치도 제주시 은남1길 3,연동 292-39,,,숙소,33.4890149968499,126.495362943792
제주룩스호텔,"여관,모텔",제주특별자치도 서귀포시 성산읍 동류암로 38,성산읍 고성리 298-41,064-782-1111,http://www.jejuluxhotel.com/,숙소,33.449054931667,126.916281832808
성산호텔,"여관,모텔",제주특별자치도 서귀포시 성산읍 성산등용로 8,성산읍 성산리 237-1,064-782-0077,http://ssmotel2.dgweb.kr/,숙소,33.4647057854192,126.933682295464
호텔제이힐,"여관,모텔",제주특별자치도 서귀포시 천제연로188번길 11,중문동 2050-1,,,숙소,33.250758294867,126.424675287869
하이커호텔,"여관,모텔",제주특별자치도 제주시 신산로 79,일도이동 338-2,010-6400-2164,http://hikerhotel.kr/,숙소,33.5067036219106,126.534977601051
Atnoon호텔,"여관,모텔",제주특별자치도 제주시 은남1길 8,연동 292-30,064-749-2500,,숙소,33.4893610586273,126.494994229961
모멘토호텔,유스호스텔,제주특별자치도 서귀포시 태평로439번길 21 1층,서귀동 536-2,010-5271-7537,https://momentohotel.modoo.at/,숙소,33.2465054848665,126.56487589027
제주미니호텔,"여관,모텔",제주특별자치도 제주시 서광로2길 5-4,오라일동 2442-1,064-753-6331,,숙소,33.4993581137213,126.513409875251
제주골프호텔,"여관,모텔",제주특별자치도 제주시 과원북4길 97,연동 1487-1,,,숙소,33.4810742865576,126.491981020928
메종드씨엘하버39 호텔앤리조트,"여관,모텔",제주특별자치도 서귀포시 천지연로 39,서귀동 650-1,010-7176-7336,https://hharbor39.modoo.at/,숙소,33.2423233952022,126.562060284113
라벤다호텔,"여관,모텔",제주특별자치도 서귀포시 중정로 1 7층,서귀동 323-19,064-762-7900,,숙소,33.2477083075349,126.556567312748
이아호텔,"여관,모텔",제주특별자치도 서귀포시 중정로 36,서귀동 313-3,064-732-6609,,숙소,33.2473573943803,126.560224307347
제주올레호텔,"여관,모텔",제주특별자치도 제주시 삼무로5길 8,연동 271-42,064-746-1501,,숙소,33.4902854694583,126.491974370689
호텔더레드,"여관,모텔",제주특별자치도 제주시 동광로6길 10,이도이동 1176-11,064-725-7254,,숙소,33.5010190459043,126.531879054293
모나코호텔,"여관,모텔",제주특별자치도 제주시 제원1길 1,연동 261-29,064-746-6800,,숙소,33.4891996907284,126.489147241181
제주스위트호텔,"여관,모텔",제주특별자치도 제주시 삼무로3길 9,연동 291-135,064-744-1144,,숙소,33.4902091675253,126.494879014225
호호네미니호텔,"여관,모텔",제주특별자치도 제주시 중앙로2길 11,삼도이동 4-1,070-4024-3710,https://hohoneminihotel.modoo.at/,숙소,33.5166614197415,126.523587814007
아이리스호텔,"여관,모텔",제주특별자치도 서귀포시 솔동산로 16-1,서귀동 626-2,064-763-5400,https://www.hotelsouthkorea.com/iris-hotel/,숙소,33.2433851212842,126.563820821442
호텔더단잠,"여관,모텔",제주특별자치도 제주시 은남3길 46,연동 273,064-711-8047,,숙소,33.4875280202422,126.491068559604
마루호텔앤카페,펜션,제주특별자치도 서귀포시 안덕면 평화로 486,안덕면 덕수리 1513-1,064-794-5665,https://xn--2s2b1pf97ccpe.kr/,숙소,33.2793750671339,126.317938171587
서사라호텔,"여관,모텔",제주특별자치도 제주시 서사로 99,삼도1동 538,064-752-9111,,숙소,33.5034561988217,126.520111320041
보보스호텔,"여관,모텔",제주특별자치도 제주시 서부두남길 20,건입동 1355,064-727-7201,,숙소,33.5158546192873,126.52781119319
호텔버킹검,"여관,모텔",제주특별자치도 제주시 삼무로9길 39,연동 291-37,064-749-9595,,숙소,33.4902107658714,126.494740304998
