이름,유형,도로명주소,지번주소,전화번호,영업시간,별점,리뷰,메뉴이름,메뉴가격,위도,경도,테마
복자씨연탄구이,돼지고기구이,제주 서귀포시 성산읍 해맞이해안로 2764,오조리 367-1,064-782-7330,매일 12:00 ~ 22:00,0.0,6009.0,"['흑돼지 근고기(600g)', '김치찌개', '열무국수', '백돼지 근고기(600g)', '계란찜(추가시)']","['63,000원', '7,000원', '4,000원', '51,000원', '3,000원']",33.4691643005487,126.919750408189,맛집
명진전복,전복요리,제주 제주시 구좌읍 해맞이해안로 1282,평대리 515-28,064-782-9944,"월,수,목,금,토,일 09:30 ~ 21:30",4.38,12268.0,"['전복죽', '전복돌솥밥', '전복구이', '전복회', '고등어 추가']","['12,000원', '15,000원', '30,000원', '30,000원', '5,000원']",33.5324010144195,126.849429127672,맛집
꽃담수제버거,햄버거,제주 서귀포시 성산읍 일출로 284-7,성산리 111,0507-1349-0761,매일 09:00 ~ 19:00,4.49,2486.0,[],[],33.4629779763213,126.935979062644,맛집
물꼬해녀의집,한식,제주 제주시 우도면 우도해안길 496,연평리 891,0507-1363-7331,매일 08:00 ~ 19:00,4.62,8109.0,"['문어라면', '전복라면', '뿔소라죽', '해산물', '문어숙회', '뿔소라회', '보말칼국수', '해물칼국수', '전복죽']","['13,000원', '13,000원', '15,000원', '25,000원', '25,000원', '25,000원', '14,000원', '14,000원', '15,000원']",33.5186879864056,126.949834975735,맛집
애월항포구횟집,생선회,제주 제주시 애월읍 애월로11길 22 2층 애월항포구횟집,애월리 1772-6,0507-1332-4741,매일 11:00 ~ 22:00,4.8,2766.0,"['점심 - 주방특선 회 정식', '2人 모듬 회 코스', '3人 모듬 회 코스', '4人 모듬 회 코스', '점심 - 고등어 구이', '점심 - 성게 미역국', '점심 - 전복죽', '점심 - 회덮밥', '점심 - 활어물회', '점심 - 소라물회', '점심 - 한치물회', '점심 - 모듬물회', '점심 - 고등어 조림(2~3人 기준', '점심 - 고등어 조림(3~4人 기준)', '한치회 코스(2人 기준)-여름']","['28,000원', '120,000원', '160,000원', '220,000원', '15,000원', '15,000원', '15,000원', '15,000원', '15,000원', '20,000원', '18,000원', '20,000원', '50,000원', '60,000원', '120,000원']",33.466117665294,126.320882214505,맛집
도두해녀의집,생선회,제주 제주시 도두항길 16,도두일동 2587-4,064-743-4989,영업시간 매일 10:00 ~ 20:00 · 휴게시간 매일 15:30 ~ 17:00,4.16,0.0,"['전복죽', '물회 (특)', '회덮밥', '한치덮밥', '성게비빔밥', '전복물회', '한치물회', '전복성게미역국', '성게미역국', '고등어양념구이', '전복회 대', '전복회 소']","['13,000원', '17,000원', '13,000원', '13,000원', '17,000원', '12,000원', '13,000원', '13,000원', '11,000원', '18,000원', '50,000원', '30,000원']",33.5061959828433,126.466630514228,맛집
하여금 제주점,돼지고기구이,제주 제주시 원노형4길 11 1층 하여금,노형동 928-7,0507-1349-4695,매일 12:00 ~ 24:00,0.0,1492.0,"['제주 숙성 흑돼지 500g', '제주 숙성 가브리살', '김치말이국수', '흑돼지김치찌개+공기밥', '해물된장찌개+공기밥', '하이볼']","['60,000원', '24,000원', '7,000원', '8,000원', '8,000원', '8,000원']",33.4851608394377,126.482543442668,맛집
원담,생선회,제주 제주시 동광로1길 13 1층,이도1동 1260-11,0507-1351-0211,"월,수,목,금,토,일 16:00 ~ 01:00",4.72,4104.0,"['고등어회(반)+모듬회(반)', '고등어회', '고등어회(반)+방어회(반)', '갈치조림', '고등어구이', '고등어회+갈치조림(소)', '고등어회+갈치조림(중)', '고등어회+갈치조림(대)', '고등어회(반)+모둠회(반)+갈치조림(소)', '고등어회(반)+모듬회(반)+갈치조림(중)', '고등어회(반)+모둠회(반)+갈치조림(대)']","['60,000~100,000', '60,000~100,000', '60,000~100,000', '55,000원', '10,000원', '80,000원', '105,000원', '130,000원', '75,000원', '95,000원', '115,000원']",33.5021510837849,126.528786698692,맛집
애월 온기,한식,제주 제주시 애월읍 애월로 11 갈치맛집 온기,애월리 2467,0507-1479-6026,매일 09:00 ~ 21:00,4.47,6424.0,"['솥밥 2인 세트', '솥밥 3인 세트', '솥밥 4인 세트', '전복솥밥', '갈치솥밥', '전복물회', '전복죽', '전복구이-소', '전복구이-중', '전복구이-대', '고등어구이']","['57,000원', '78,000원', '99,000원', '15,000원', '15,000원', '15,000원', '15,000원', '18,000원', '24,000원', '30,000원', '6,000원']",33.4601140551333,126.311231581006,맛집
제주부엌,국수,제주 제주시 원노형로 37 2층 제주부엌,노형동 941,0507-1365-5645,매일 10:00 ~ 21:00,0.0,0.0,"['접짝뼈국수', '고기국수', '1인 세트 국수선택1 + 순대,돔베', '2인세트 국수선택2+순대,돔베,편육', '멸고국수', '비빔국수', '잔치돔베고기', '찹쌀순대', '돼지고기산적(어린이추천메뉴)', '수제편육']","['13,000원', '10,000원', '20,000원', '42,000원', '10,000원', '10,000원', '25,000원', '9,000원', '10,000원', '12,000원']",33.4853296935758,126.485050946679,맛집
제주 도도리고기국수,국수,제주 제주시 다호북길 109 1층,도두이동 413-1,0507-1407-5153,매일 10:00 ~ 20:00,0.0,2638.0,"['고기국수', '고깃반(수육+순대+기름떡) 小', '전복무침(무침+수육)', '고기비빔국수', '육파전', '육튀김']","['10,000원', '16,000원', '30,000원', '10,000원', '13,000원', '13,000원']",33.5028594289933,126.486770648605,맛집
갈치음식점 궁서체 제주탑동본점,한식,제주 제주시 탑동로11길 6 2층,,0507-1409-1326,매일 09:00 ~ 21:00,0.0,2560.0,"['통갈치조림세트 (2인)', '통갈치구이세트 (2인)', '토막갈치구이', '순살갈치조림', '전복물회', '전복구이 中', '돔베고기', '갈치솥밥', '문어숙회무침', '3인 4인 구성 세트 메뉴판참고하세요']","['89,000원', '89,000원', '20,000원', '20,000원', '15,000원', '15,000원', '9,000원', '15,000원', '5,000원', '119,000원']",33.5168289632695,126.517006362039,맛집
해녀잠수촌,향토음식,제주 제주시 서해안로 498 1층 해녀잠수촌,,0507-1398-0733,"월,수,목,금,토,일 08:00 ~ 22:00",0.0,6604.0,"['전복뚝배기', '전복물회', '회국수', '전복죽', '성게미역국', '보말미역국', '한치물회', '고등어회', '해물모듬', '회덮밥', '갈치회', '멍게회', '한치회', '성게국수', '모듬회국수']","['15,000원', '15,000원', '10,000원', '12,000원', '15,000원', '12,000원', '18,000원', '30,000원', '30,000원', '12,000원', '20,000원', '20,000원', '변동', '12,000원', '15,000원']",33.5192330096744,126.492154501341,맛집
금돗 성산흑돼지,돼지고기구이,제주 서귀포시 성산읍 성산등용로 17 금돗 성산흑돼지,성산리 234-16,0507-1402-9798,매일 11:00 ~ 22:30,0.0,0.0,"['금돗점심한상 2인', '금돗 흑돼지 600g', '흑돼지김치찌개', '계란찜', '금돗흑돼지추가400g']","['52,000원', '66,000원', '7,000원', '3,000원', '44,000원']",33.4652096021027,126.932508070091,맛집
이자카야 달,이자카야,제주 제주시 애월읍 가문동길 27-8 애월해안도로점,,0507-1329-6009,매일 11:00 ~ 00:30 · 휴게시간 매일 15:00 ~ 17:00,4.59,3664.0,"['제주한치롤밥', '고등어봉초밥(1인분)', '달김초밥(1인분)', '성개알온소바(1인분)', '고등어온소바(1인분)', '딱새우회', '사시미세트', '혼술세트(1인분)', '매운해물짬뽕탕', '나가사키짬뽕탕', '칠성사이다', '펩시콜라', '토닉워터']","['22,000원', '20,000원', '18,000원', '19,000원', '17,000원', '38,000원', '45,000원', '35,000원', '27,000원', '27,000원', '2,500원', '2,500원', '2,500원']",33.484684822932,126.392740920149,맛집
독개물항 제주한림 협재 본점,"해물,생선요리",제주 제주시 한림읍 한림로 478,옹포리 593-1,064-796-3966,매일 08:00 ~ 21:00 · 휴게시간 매일 15:30 ~ 17:00,4.35,6088.0,"['갈치조림(대)4인분', '독개세트1', '해물통갈치셋트(4인)', '오분작구이', '독개세트2', '통갈치구이+성게미역국 中', '오분작뚝배기', '갈치조림 中(3인분)', '갈치조림小2인분', '전복죽', '보말죽', '전복뚝배기', '성게미역국']","['75,000원', '75,000원', '180,000원', '30,000원', '110,000원', '60,000원', '20,000원', '60,000원', '45,000원', '15,000원', '13,000원', '16,000원', '13,000원']",33.4018725709931,126.251600866683,맛집
뱃도새기 함덕흑돼지 김녕월정리세화구좌점,돼지고기구이,제주 제주시 조천읍 함와로 7,함덕리 4156-2,0507-1310-8668,매일 12:00 ~ 22:00,0.0,4061.0,"['점심특선(1인)', '스페셜 A세트(2~3인)', '스페셜 B세트(3~4인)', '반반회', '흑목살(200g)', '흑오겹살(200g)', '딱새우회', '전복회', '딱새우전복알밥', '동치미열무국수', '김치찌개', '된장찌개']","['22,000원', '79,000원', '109,000원', '35,000원', '22,000원', '22,000원', '30,000원', '25,000원', '10,000원', '7,000원', '7,000원', '7,000원']",33.539394996012,126.674557320446,맛집
돌집식당,한식,제주 서귀포시 표선면 서성일로 23 돌집식당,성읍리 1624-3,0507-1324-3720,"월,화,목,금,토,일 10:00 ~ 21:00",4.5,2664.0,"['생 흑돼지 모듬 600g', '돌집 밥도둑정식 2인', '갈치조림 2인', '흑돼지두루치기정식 2인', '게우밥', '쑥전', '두루치기', '돌집모듬장', '옥돔구이(제주산)', '옥돔구이(수입산)', '돌집밥도둑정식 2인', '흰다리새우장1kg(택배,포장)', '모듬장 선물세트 4kg(택배,포장)', '전복장 1kg(택배,포장)', '연어장 1kg(택배,포장)']","['66,000원', '42,000원', '42,000원', '36,000원', '14,000원', '5,000원', '12,000원', '30,000원', '30,000원', '12,000원', '42,000원', '29,000원', '120,000원', '45,000원', '35,000원']",33.3940137283311,126.800734017451,맛집
용두암 엄마 해장국,한식,제주 제주시 용마로 24,용담삼동 519-9,0507-1411-5017,"월,화,목,금,토,일 07:00 ~ 16:00",4.71,5021.0,"['전복스지탕', '고사리해장국', '소고기 해장국']","['13,000원', '10,000원', '10,000원']",33.5152068381398,126.506306782112,맛집
다정이네김밥 서귀포신시가지점,김밥,제주 서귀포시 이어도로 796,강정동 893-1,064-739-9140,화~일 08:00 ~ 20:00 · 휴게시간 화~일 14:30 ~ 16:00,4.42,3601.0,"['다정이네김밥', '매운김밥', '멸치김밥', '멸치고추김밥', '참치김밥', '진미채김밥', '치즈김밥', '양파청양고추지김밥', '유부김밥', '불고기김밥', '제육김밥', '새우튀김김밥', '돈가스김밥', '꼬마김밥', '전복갈치튀김']","['3,500원', '4,000원', '4,500원', '4,500원', '4,500원', '4,500원', '4,500원', '4,000원', '4,500원', '5,000원', '5,000원', '5,000원', '5,000원', '2,500원', '20,000원']",33.2363719712785,126.500128883193,맛집
자리돔횟집,생선회,제주 서귀포시 동홍동로 7 자리돔횟집,동홍동 473-2,064-733-1239,"월,수,목,금,토,일 11:00 ~ 21:30 · 휴게시간 월,수,목,금,토,일 14:00 ~ 16:00",4.61,3777.0,"['고등어회 (소)', '자리회 (3월말 ~ 7월말)', '매운탕,지리, 고등어조림 각', '자리물회, 한치물회', '모듬회 (소)', '활한치물회', '고등어회, 방어회 (소)', '활한치덮밥', '객주리물회', '고등어구이', '우럭돔매운탕', '고등어조림 중', '고등어조림 대', '우럭조림 중', '우럭조림 대']","['60,000원', '30,000원', '12,000원', '12,000원', '60,000원', '15,000원', '60,000원', '15,000원', '15,000원', '15,000원', '12,000원', '30,000원', '40,000원', '40,000원', '50,000원']",33.2555510581229,126.574613109375,맛집
오만정성 제주협재점,"해물,생선요리",제주 제주시 한림읍 일주서로 5083 1층 오만정성 제주협재점,협재리 1087,0507-1328-5083,매일 10:00 ~ 22:00,4.8,0.0,"['제주고사리 갈치조림中(2인)', '해물전골中(2인)', '제주 촌닭 닭도리탕 中 2인 한마리', '제주흑돼지 김치전골中(2인)', '해물전골大(3~4인)', '제주고사리 갈치조림大(3~4인)', '제주촌닭 닭도리탕 大 3~4인 두마리', '제주흑돼지 김치전골大(3~4인)', '갈치구이', '고등어구이', '흑돼지 두루치기', '오징어볶음', '해물파전', '해물뚝배기', '성게미역국']","['58,000원', '55,000원', '35,000원', '28,000원', '68,000원', '75,000원', '65,000원', '38,000원', '30,000원', '15,000원', '30,000원', '30,000원', '15,000원', '15,000원', '15,000원']",33.3891154037197,126.250339028536,맛집
바다를본돼지 제주협재판포점,돼지고기구이,제주 제주시 한경면 판포1길 16 1층 바다를본돼지 제주협재판포점,판포리 2881-4,0507-1385-5536,매일 12:00 ~ 22:00,4.5,5150.0,"['열무비빔국수', '동치미 열무국수', '바다본 흑돼지2인(550g)+멜조림', '바다본 런치메뉴(일일 100개 한정판매 / 인당 주문가능)', '추가) 멜조림(멸치조림)', '추가) 흑오겹살(180g)', '추가) 흑목살(180g)', '전복뚝배기(공깃밥 별도)', '해물된장찌개(공깃밥 별도)', '흑돼지김치찌개(공깃밥 별도)', '솥밥+전복내장소스', '런치 100g 추가', '런치 200g 추가']","['8,000원', '8,000원', '60,000원', '18,000원', '3,000원', '20,000원', '20,000원', '10,000원', '7,000원', '7,000원', '4,000원', '11,000원', '22,000원']",33.3656405352636,126.197922175273,맛집
별돈별 협재해변점,돼지고기구이,제주 제주시 한림읍 협재1길 4 2층,협재리 1725-1,0507-1360-5895,"월,수,목,금,토,일 12:00 ~ 22:00",0.0,0.0,"['흑돼지', '워터에이징흑돼지', '점심 2인세트', '흑돼지 1인세트', '항정살', '가브리살', '별돈세트', '돈별세트', '백돼지']","['59,000원', '16,000원', '36,000원', '36,000원', '16,000원', '16,000원', '72,000원', '81,000원', '50,000원']",33.3959088967435,126.242340512658,맛집
돝밭 애월고내 본점,돼지고기구이,제주 제주시 애월읍 애월해안로 249 1F 돝밭,고내리 1109-1,0507-1375-1255,매일 11:30 ~ 22:00 · 휴게시간 매일 15:30 ~ 17:00,0.0,0.0,"['돝밭 흑오겹 400g', '돝밭 세트 500g', '런치 2인 SET', '돝밭 스페셜 700g', '런치 3인 SET', '런치 4인 SET', '추가 흑오겹', '추가 흑목살', '밭(구이야채)', '흑돼지 김치찌개', '딱새우 된장찌개', '물쫄면', '비빔쫄면', '계란찜', '멜조림']","['38,000원', '49,000원', '40,000원', '69,000원', '60,000원', '80,000원', '19,000원', '20,000원', '4,000원', '7,000원', '8,000원', '7,000원', '7,000원', '4,000원', '3,000원']",33.4675088989779,126.338725218957,맛집
고은물식당,한식,제주 서귀포시 안덕면 화순해안로 110 고은물식당,화순리 645-1,0507-1428-5656,"월,화,목,금,토,일 08:00 ~ 20:00 · 휴게시간 15:00 ~ 17:00",4.8,0.0,"['고은물정식(생선+제육)', '고등어구이', '갈치조림(대)', '흑돼지오겹살(200g)', '김치찌개', '전복뚝배기', '고등어조림(대)', '돼지생갈비(300g)', '돼지양념갈비(300g)', '오겹살(200g)', '토종닭백숙']","['10,000원', '13,000원', '55,000원', '27,000원', '9,000원', '13,000원', '40,000원', '20,000원', '20,000원', '23,000원', '60,000원']",33.2388087687906,126.337000231027,맛집
떠돌이식객,라면,제주 서귀포시 성산읍 신고로22번길 37,고성리 212-6,0507-1426-0508,"월,수,목,금,토,일 09:00 ~ 22:00",0.0,2470.0,"['떠돌이 한상 2인', '해물라면 수제', '전복 물회', '해물뚝배기', '고딱회', '스테이크샌드위치', '돌문어 해물라면', '스테이크 해물라면', '냉동한치물회', '떠돌이(차슈)라면 수제', '고등어회 소', '모듬라면', '딱새우회 소', '고등어회 대']","['40,000원', '12,000원', '15,000원', '17,000원', '75,000원', '15,000원', '17,000원', '17,000원', '17,000원', '10,000원', '35,000원', '25,000원', '30,000원', '65,000원']",33.4369759244083,126.920786074456,맛집
꽃가람 제주성산일출봉점,국수,제주 서귀포시 성산읍 고성동서로 73 1층 꽃가람 제주성산일출봉점,고성리 306-1,0507-1446-3940,"월,화,수,금,토,일 09:30 ~ 19:00",4.51,3348.0,"['고기국수', '돔베고기', '커플세트B (2인정식 돔베고기 포함)', '커플세트A (2인정식 돔베고기 포함)', '몸국', '비빔국수', '국밥']","['9,000원', '32,000원', '34,000원', '34,000원', '9,000원', '9,000원', '8,000원']",33.4508988190387,126.914959921558,맛집
