이름,유형,도로명주소,지번주소,전화번호,홈페이지,테마
엔파제주호텔,호텔,제주특별자치도 서귀포시 성산읍 서성일로 726-11,성산읍 수산리 2576,064-735-6400,https://enpajejuhotel.modoo.at/,숙소
메이저호텔,호텔,제주특별자치도 제주시 사장3길 36,연동 278-8,,,숙소
제주코아호텔,호텔,제주특별자치도 제주시 신대로 148,연동 304-13,064-744-6600,,숙소
씨앤하우스,호텔,제주특별자치도 제주시 조천읍 조천9길 10,조천읍 조천리 2526-1,,https://blog.naver.com/seaandhouse,숙소
탑스텐빌라드애월 제주,호텔,제주특별자치도 제주시 애월읍 애월해안로 516-7,애월읍 신엄리 2768-7,064-720-9000,http://www.villadeaewol.co.kr/,숙소
굿인호텔,호텔,제주특별자치도 서귀포시 태평로439번길 14,서귀동 411-13,064-767-9600,,숙소
탑동호텔,호텔,제주특별자치도 제주시 서부두남길 19,건입동 1369,,,숙소
썬하우스,호텔,제주특별자치도 제주시 한림읍 일주서로 5556,한림읍 대림리 1403-2,064-796-8250,,숙소
솔동산스테이,호텔,제주특별자치도 서귀포시 솔동산로10번길 45,서귀동 685,,,숙소
샤이니호텔,호텔,제주특별자치도 제주시 구좌읍 송당4길 7,구좌읍 송당리 1469-6,064-783-5089,,숙소
디앤디파트먼트 제주 d room,호텔,제주특별자치도 제주시 탑동로2길 3,삼도이동 1261-6,064-753-9901,https://d-jeju.arario.com/d-room-information,숙소
풍경호스텔,호텔,제주특별자치도 서귀포시 남성로 117,서홍동 754-3,064-763-3353,,숙소
뉴아일랜드관광호텔,호텔,제주특별자치도 제주시 연동6길 17,연동 263-12,064-712-1300,,숙소
씨앤제이관광호텔,호텔,제주특별자치도 제주시 광양8길 24,이도이동 1776-14,064-755-7413,,숙소
호텔퍼블리코,호텔,제주특별자치도 서귀포시 신서로48번길 20-9,강정동 165-7,064-721-8282,,숙소
블랙스톤제주 힐하우스호텔,호텔,제주특별자치도 제주시 한림읍 한창로 925-122,한림읍 금악리 84-1,064-795-2380,http://hillhousespa.modoo.at/,숙소
국제호텔,호텔,제주특별자치도 제주시 연동1길 8,연동 251-62,,https://0154hotel.modoo.at/,숙소
SH써니호텔,호텔,제주특별자치도 서귀포시 대정읍 신영로 87-1,대정읍 하모리 934,,,숙소
i마이다스레지던스호텔,호텔,제주특별자치도 제주시 조천읍 함덕8길 13-1,조천읍 함덕리 1225-1,,,숙소
뉴신라호텔,호텔,제주특별자치도 제주시 신대로12길 40,연동 282-56,,,숙소
에이바호텔제주,호텔,제주특별자치도 제주시 조천읍 조함해안로 474 2층,조천읍 함덕리 1010,,,숙소
뉴월드호텔,호텔,제주특별자치도 제주시 도령로 96,연동 260-27,,,숙소
빨간모자달팽이,호텔,제주특별자치도 서귀포시 중앙로4번길 15 빨간모자달팽이,서귀동 485-1,0507-1497-5568,https://www.instagram.com/redhat_snail/,숙소
파크비치호텔,호텔,제주특별자치도 제주시 조천읍 북촌1길 56,조천읍 북촌리 1428-1,064-784-3311,,숙소
예그린하우스,호텔,제주특별자치도 서귀포시 천제연로188번길 15,중문동 2049-1,,,숙소
씨티호텔,호텔,제주특별자치도 제주시 신대로 170,연동 306-13,,,숙소
우리들골프텔,호텔,제주특별자치도 서귀포시 산록남로 2917,상효동 1570-2,064-766-7770,,숙소
크라운호텔,호텔,제주특별자치도 제주시 동문로 138,일도2동 138-12,,,숙소
바솔트호텔,호텔,제주특별자치도 서귀포시 일주서로 809,중문동 1475,064-738-5008,,숙소
위너스호텔,호텔,제주특별자치도 제주시 원노형3길 29,노형동 913-12,,,숙소
더스테이호텔,호텔,제주특별자치도 서귀포시 신서로48번길 52-7,법환동 740-9,,,숙소
오션팔레드호텔앤리조트,호텔,제주특별자치도 제주시 서해안로 122,이호일동 325,,,숙소
천하장호텔,호텔,제주특별자치도 제주시 동광로 165,일도2동 323-15,064-757-7744,,숙소
콘스트,호텔,제주특별자치도 제주시 한림읍 한림로 336,한림읍 협재리 1751-6,064-796-2323,https://www.jejukonst.com/,숙소
디셈버호텔,호텔,제주특별자치도 제주시 삼무로1길 15,연동 260-58,064-745-7800,,숙소
엑스오,호텔,제주특별자치도 제주시 애월읍 광령평화2길 35,애월읍 광령리 2850,064-713-3336,,숙소
크로바호텔,호텔,제주특별자치도 제주시 동문로 119,건입동 709-6,064-723-7750,,숙소
은하호텔,호텔,제주특별자치도 서귀포시 중앙로47번길 40,천지동 322-15,064-733-6678,,숙소
와싱톤호텔,호텔,제주특별자치도 제주시 도령로 25,노형동 1295-13,,,숙소
천마비지니스호텔,호텔,제주특별자치도 제주시 중앙로 20,삼도2동 1192-21,,,숙소
굿모닝관광호텔,호텔,제주특별자치도 제주시 삼무로 79,연동 291-41,064-747-8885,,숙소
블루12레지던스 제주비자림6,호텔,제주특별자치도 제주시 도령로 24 노형프레스티지125 19층 1901호,노형동 904-1,0507-1370-6785,https://www.airbnb.co.kr/rooms/923659382843194008,숙소
추풍령호텔,호텔,제주특별자치도 서귀포시 중앙로59번길 12,천지동 307-12,064-763-1671,,숙소
한림호텔,호텔,제주특별자치도 제주시 연동10길 20,연동 274-45,,,숙소
전원호텔,호텔,제주특별자치도 제주시 삼무로11길 38,연동 291-43,064-746-0533,,숙소
라이프리버호텔,호텔,제주특별자치도 제주시 현사길 45 1~3층,이호일동 1812-8,,,숙소
진호캐스텔,호텔,제주특별자치도 제주시 사장길 37,연동 306-12,,,숙소
제주아일랜드,호텔,제주특별자치도 제주시 고사마루길 30,노형동 2292-1,1566-7522,,숙소
금자탑,호텔,제주특별자치도 제주시 서사로 20,용담1동 159-1,064-755-0027,,숙소
귀빈호텔,호텔,제주특별자치도 제주시 제원1길 20,연동 251-48,064-742-6682,,숙소
반얀트리카시아 제주(예정),호텔,제주특별자치도 서귀포시 색달동 425,,,,숙소
동경호텔,호텔,제주특별자치도 제주시 삼성로 63,일도2동 1034-12,064-753-5581,,숙소
골프피아,호텔,제주특별자치도 제주시 고마로14길 16,일도2동 365-1,,,숙소
씨사이드관광호텔,호텔,제주특별자치도 제주시 중앙로 20,삼도2동 1192-21,,,숙소
브릿지레지스던스,호텔,제주특별자치도 서귀포시 김정문화로 49,법환동 745-6,,,숙소
느몽,호텔,제주특별자치도 서귀포시 중정로5번길 15,서귀동 322-6,,,숙소
흥진비치호텔,호텔,제주특별자치도 제주시 조천읍 함덕7길 4,조천읍 함덕리 3097-1,,,숙소
더타임제주,호텔,제주특별자치도 제주시 신대로13길 44-2,연동 323-7,,,숙소
우림호텔,"여관,모텔",제주특별자치도 제주시 애월읍 애월해안로 917,애월읍 하귀2리 2693-3,064-749-2777,,숙소
체크인호텔,"여관,모텔",제주특별자치도 제주시 임항로 28,건입동 1319-48,,,숙소
더오크라호텔,"여관,모텔",제주특별자치도 제주시 신광로4길 38,연동 251-41,,,숙소
메이플호텔,"여관,모텔",제주특별자치도 제주시 원노형3길 41,노형동 912-12,064-745-6775,http://hotelmaple.com/,숙소
호텔조이,"여관,모텔",제주특별자치도 제주시 중앙로14길 30-1,삼도이동 914,,,숙소
라인호텔,"여관,모텔",제주특별자치도 제주시 동광로 40,이도이동 1169-8,,,숙소
호텔이디,"여관,모텔",제주특별자치도 서귀포시 남원읍 태위로 690-3,남원읍 남원리 98-10,064-764-5567,,숙소
M호텔,"여관,모텔",제주특별자치도 제주시 애월읍 신상로 196,애월읍 신엄리 2089-1,064-799-0505,,숙소
에메랄드호텔에이스,"여관,모텔",제주특별자치도 제주시 오복5길 4,이도이동 1061-5,,https://emeraldhotelace.modoo.at/,숙소
모이라호텔,"여관,모텔",제주특별자치도 제주시 애월읍 광령평화8길 20,애월읍 광령리 929,064-744-4463,https://moila.modoo.at/,숙소
찰리호텔,"여관,모텔",제주특별자치도 제주시 서사로 128,삼도일동 534-13,064-723-8887,,숙소
트윈스호텔,"여관,모텔",제주특별자치도 제주시 남성로 129-6,삼도일동 751-5,064-752-8801,,숙소
더엠호텔,"여관,모텔",제주특별자치도 제주시 전농로 59 1동,삼도일동 786-3,064-755-5667,,숙소
히든힐호텔,펜션,제주특별자치도 제주시 애월읍 고내로13길 73,애월읍 고내리 367,064-748-1000,http://hiddenhillhotel.com/,숙소
알리바호텔,"여관,모텔",제주특별자치도 제주시 서광로 251,삼도일동 558-5,064-805-8336,http://alivahotel.com/,숙소
오션갤러리 호텔앤리조트,"콘도,리조트",제주특별자치도 서귀포시 성산읍 환해장성로 231,성산읍 신산리 51,1566-6089,http://oceangallery.co.kr/,숙소
호텔베니스,"여관,모텔",제주특별자치도 제주시 원노형6길 3-3,노형동 930-15,064-744-1234,https://jejuhotel.modoo.at/,숙소
신세계호텔,"여관,모텔",제주특별자치도 서귀포시 중앙로 2-2,서귀동 462,064-732-5800,http://www.hotelshinsegye.com/,숙소
바다해호텔,"여관,모텔",제주특별자치도 서귀포시 천지연로 3-1,서귀동 753-3,064-762-5300,https://blog.naver.com/badahae5300,숙소
더 루케테호텔,"여관,모텔",제주특별자치도 서귀포시 천지연로29번길 8,서귀동 698-4,064-732-8814,https://thelucete.modoo.at/,숙소
호텔랑주,"여관,모텔",제주특별자치도 서귀포시 김정문화로27번길 23-3,강정동 160-2,,https://hotelrhangju.modoo.at/,숙소
호텔DK,"여관,모텔",제주특별자치도 서귀포시 중앙로54번길 12,서귀동 291-70,,,숙소
이채호텔,"여관,모텔",제주특별자치도 제주시 은남1길 3,연동 292-39,,,숙소
제주룩스호텔,"여관,모텔",제주특별자치도 서귀포시 성산읍 동류암로 38,성산읍 고성리 298-41,064-782-1111,http://www.jejuluxhotel.com/,숙소
성산호텔,"여관,모텔",제주특별자치도 서귀포시 성산읍 성산등용로 8,성산읍 성산리 237-1,064-782-0077,http://ssmotel2.dgweb.kr/,숙소
호텔제이힐,"여관,모텔",제주특별자치도 서귀포시 천제연로188번길 11,중문동 2050-1,,,숙소
하이커호텔,"여관,모텔",제주특별자치도 제주시 신산로 79,일도이동 338-2,010-6400-2164,http://hikerhotel.kr/,숙소
Atnoon호텔,"여관,모텔",제주특별자치도 제주시 은남1길 8,연동 292-30,064-749-2500,,숙소
모멘토호텔,유스호스텔,제주특별자치도 서귀포시 태평로439번길 21 1층,서귀동 536-2,010-5271-7537,https://momentohotel.modoo.at/,숙소
제주미니호텔,"여관,모텔",제주특별자치도 제주시 서광로2길 5-4,오라일동 2442-1,064-753-6331,,숙소
제주골프호텔,"여관,모텔",제주특별자치도 제주시 과원북4길 97,연동 1487-1,,,숙소
메종드씨엘하버39 호텔앤리조트,"여관,모텔",제주특별자치도 서귀포시 천지연로 39,서귀동 650-1,010-7176-7336,https://hharbor39.modoo.at/,숙소
라벤다호텔,"여관,모텔",제주특별자치도 서귀포시 중정로 1 7층,서귀동 323-19,064-762-7900,,숙소
이아호텔,"여관,모텔",제주특별자치도 서귀포시 중정로 36,서귀동 313-3,064-732-6609,,숙소
제주올레호텔,"여관,모텔",제주특별자치도 제주시 삼무로5길 8,연동 271-42,064-746-1501,,숙소
호텔더레드,"여관,모텔",제주특별자치도 제주시 동광로6길 10,이도이동 1176-11,064-725-7254,,숙소
모나코호텔,"여관,모텔",제주특별자치도 제주시 제원1길 1,연동 261-29,064-746-6800,,숙소
제주스위트호텔,"여관,모텔",제주특별자치도 제주시 삼무로3길 9,연동 291-135,064-744-1144,,숙소
호호네미니호텔,"여관,모텔",제주특별자치도 제주시 중앙로2길 11,삼도이동 4-1,070-4024-3710,https://hohoneminihotel.modoo.at/,숙소
아이리스호텔,"여관,모텔",제주특별자치도 서귀포시 솔동산로 16-1,서귀동 626-2,064-763-5400,https://www.hotelsouthkorea.com/iris-hotel/,숙소
호텔더단잠,"여관,모텔",제주특별자치도 제주시 은남3길 46,연동 273,064-711-8047,,숙소
마루호텔앤카페,펜션,제주특별자치도 서귀포시 안덕면 평화로 486,안덕면 덕수리 1513-1,064-794-5665,https://xn--2s2b1pf97ccpe.kr/,숙소
서사라호텔,"여관,모텔",제주특별자치도 제주시 서사로 99,삼도1동 538,064-752-9111,,숙소
보보스호텔,"여관,모텔",제주특별자치도 제주시 서부두남길 20,건입동 1355,064-727-7201,,숙소
호텔버킹검,"여관,모텔",제주특별자치도 제주시 삼무로9길 39,연동 291-37,064-749-9595,,숙소
호텔코코트리,펜션,제주특별자치도 제주시 한경면 청수동9길 36,한경면 청수리 179-8,010-6739-8265,,숙소
성산더베스트호텔,"여관,모텔",제주특별자치도 서귀포시 성산읍 동류암로 26,성산읍 고성리 298-5,064-784-0550,,숙소
베콩스 애견호텔,반려동물,제주특별자치도 제주시 조천읍 신북로 479-2 2층,조천읍 함덕리 1045,064-783-3560,,숙소
사쿠라호텔,"여관,모텔",제주특별자치도 제주시 원노형6길 18,노형동 929-2,,,숙소
렉스호텔,"여관,모텔",제주특별자치도 서귀포시 중앙로42번길 42-1,서귀동 256-33,064-733-5212,,숙소
힐호텔,펜션,제주특별자치도 제주시 애월읍 하소로 507,애월읍 장전리 725-10,064-799-7796,https://jejuhillhotel.modoo.at/,숙소
제이투호스텔,"여관,모텔",제주특별자치도 제주시 삼무로3길 37,연동 271-23,064-713-2400,,숙소
신천지호텔,"여관,모텔",제주특별자치도 제주시 동대북길 1,건입동 1037-12,064-755-8222,,숙소
기풍호텔,"여관,모텔",제주특별자치도 서귀포시 남원읍 남원회관로 73,남원읍 남원리 96-3,064-733-5212,http://xn--ok0bn14e.com/,숙소
JK드라이브인호텔,"여관,모텔",제주특별자치도 서귀포시 표선면 번영로 3274,표선면 하천리 1494-1,064-787-6900,,숙소
더오젠호텔,"여관,모텔",제주특별자치도 제주시 동광로23길 3,일도이동 323-4,064-702-8805,,숙소
밀라노호텔,"여관,모텔",제주특별자치도 서귀포시 솔동산로10번길 2,서귀동 586-3,064-733-5422,,숙소
호텔백록담,"여관,모텔",제주특별자치도 제주시 도남로 5,도남동 914-5,064-752-9141,,숙소
하나호텔,"여관,모텔",제주특별자치도 제주시 고마로 58,일도이동 330-11,,,숙소
산지물호텔,"여관,모텔",제주특별자치도 제주시 제원길 37,연동 262-66,064-748-2000,,숙소
GMJ호텔,"여관,모텔",제주특별자치도 제주시 한림읍 한림로15길 2,한림읍 한림리 1314-52,064-796-8377,https://gmjhotel.modoo.at/,숙소
한울드라이브인호텔,"여관,모텔",제주특별자치도 제주시 애월읍 하광로 540-12,애월읍 광령리 2668-11,064-711-5111,http://www.jejuhanwool.com/,숙소
헤라호텔,"여관,모텔",제주특별자치도 서귀포시 성산읍 성산등용로17번길 5,성산읍 성산리 234-6,064-782-2500,,숙소
칠십리호텔,"여관,모텔",제주특별자치도 서귀포시 태평로353번길 22-3,서귀동 432-3,064-732-7707,https://chilsimnihotel.modoo.at/,숙소
호텔모닝캄,"여관,모텔",제주특별자치도 제주시 원노형2길 21,노형동 924,,,숙소
해피데이호텔,"여관,모텔",제주특별자치도 제주시 제원길 43,연동 262-16,,,숙소
제주선샤인호텔,"여관,모텔",제주특별자치도 제주시 조천읍 신북로 481-9,조천읍 함덕리 1040,064-784-2525,,숙소
